id_,feature_platinum_customer
541,false
542,false
543,false
544,false
545,false
546,false
547,false
548,false
549,false
550,true
551,true
552,true
553,true
554,true
555,false
556,false
557,true
558,false
559,false
560,false
561,true
562,false
563,false
564,true
565,false
566,false
567,false
568,false
569,false
570,true
571,false
572,true
573,false
574,false
575,false
576,false
577,true
578,false
579,false
580,false
581,false
582,false
583,true
584,false
585,false
586,false
587,false
588,false
589,true
590,false
591,false
592,false
593,true
594,false
595,false
596,true
597,true
598,true
599,false
600,false
601,true
602,true
603,true
604,true
605,false
606,false
607,false
608,true
609,false
610,true
611,false
612,true
613,false
614,false
615,false
616,false
617,false
618,false
619,true
620,false
621,false
622,false
623,true
624,false
625,true
626,false
627,false
628,true
629,false
630,false
631,false
632,true
633,false
634,false
635,false
636,false
637,false
638,false
639,true
640,false
641,true
642,true
643,true
644,false
645,true
646,false
647,false
648,false
649,false
650,false
651,false
652,false
653,true
654,false
655,false
656,true
657,false
658,true
659,true
660,false
661,true
662,false
663,false
664,false
665,true
666,false
667,false
668,false
669,false
670,false
671,false
672,false
673,true
674,true
675,false
676,false
677,false
678,true
679,true
680,false
681,false
682,false
683,false
684,false
685,false
686,false
687,false
688,true
689,true
690,true
691,false
692,false
693,false
694,false
695,false
696,false
697,true
698,true
699,false
700,true
701,true
702,false
703,false
704,true
705,true
706,false
707,false
708,false
709,false
710,false
711,false
712,false
713,false
714,false
715,false
716,false
717,false
718,false
719,true
720,true
721,false
722,true
723,false
724,false
725,true
726,false
727,false
728,false
729,false
730,false
731,false
732,true
733,false
734,false
735,false
736,false
737,false
738,false
739,false
740,false
741,false
742,false
743,false
744,false
745,false
746,false
747,true
748,false
749,false
750,false
751,false
752,false
753,false
754,false
755,false
756,false
757,false
758,false
759,true
760,false
761,false
762,false
763,false
764,false
765,true
766,false
767,true
768,true
769,false
770,true
771,true
772,true
773,false
774,false
775,true
776,false
777,false
778,false
779,false
780,false
781,true
782,true
783,false
784,false
785,true
786,false
787,false
788,false
789,false
790,false
791,false
792,false
793,false
794,false
795,false
796,false
797,true
798,true
799,true
800,true
801,true
802,false
803,false
804,false
805,true
806,false
807,false
808,false
809,false
810,false
811,false
812,false
813,false
814,false
815,false
816,false
817,false
818,false
819,true
820,false
821,false
822,false
823,false
824,false
825,false
826,false
827,false
828,true
829,false
830,false
831,false
832,false
833,false
834,true
835,true
836,false
837,false
838,false
839,false
840,false
841,false
842,false
843,false
844,false
845,true
846,false
847,false
848,false
849,true
850,false
851,false
852,false
853,true
854,true
855,false
856,false
857,false
858,false
859,true
860,true
861,false
862,false
863,true
864,false
865,true
866,false
867,false
868,false
869,false
870,false
871,false
872,false
873,false
874,false
875,false
876,false
877,true
878,false
879,false
880,false
881,false
882,false
883,false
884,false
885,false
886,false
887,true
888,false
889,false
890,false
891,false
892,true
893,false
894,true
895,false
896,false
897,false
898,false
899,false
900,false
901,false
902,false
903,true
904,false
905,false
906,true
907,false
908,false
909,false
910,false
911,false
912,false
913,false
914,false
915,false
916,false
917,false
918,true
919,true
920,false
921,false
922,false
923,false
924,true
925,true
926,false
927,true
928,false
929,false
930,false
931,false
932,false
933,true
934,false
935,true
936,false
937,true
938,false
939,false
940,false
941,true
942,false
943,false
944,false
945,false
946,true
947,false
948,false
949,false
950,false
951,false
952,false
953,true
954,false
955,false
956,false
957,false
958,false
959,false
960,true
961,false
962,false
963,true
964,false
965,false
966,false
967,false
968,false
969,true
970,false
971,true
972,false
973,false
974,false
975,false
976,false
977,false
978,true
979,false
980,false
981,true
982,false
983,false
984,false
985,false
986,false
987,false
988,true
989,false
990,false
991,false
992,true
993,false
994,false
995,false
996,false
997,true
998,false
999,true
